image_path,label,split
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0317_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0318_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0319_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0320_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0324_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0325_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0326_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0327_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0328_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0329_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0330_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0331_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0333_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0335_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0336_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0346_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0347_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0349_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0351_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0353_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0355_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0356_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0364_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0365_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0367_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0369_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0370_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0371_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0372_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0373_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0374_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0375_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0376_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0378_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0380_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0381_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0383_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0384_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0385_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0389_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0393_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0394_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0395_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0396_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0397_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0399_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0400_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0402_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0403_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0404_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0405_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0408_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0409_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0411_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0412_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0413_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0414_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0415_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0416_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0418_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0419_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0420_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0421_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0423_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0424_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0425_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0426_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0427_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0428_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0430_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0432_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0433_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0434_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0437_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0438_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0439_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0442_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0443_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0444_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0445_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0446_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0447_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0448_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0449_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0452_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0453_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0458_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0459_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0461_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0462_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0463_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0464_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0466_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0469_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0470_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0472_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0473_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0474_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0475_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0476_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0477_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0478_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0479_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0481_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0482_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0483_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0484_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0488_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0490_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0491_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0492_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0493_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0495_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0496_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0497_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0498_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0500_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0503_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0505_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0506_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0508_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0510_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0511_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0518_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0519_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0523_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0524_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0525_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0526_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0528_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0529_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0530_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0531_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0534_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0535_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0536_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0537_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0540_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0541_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0542_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0543_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0544_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0545_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0546_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0547_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0548_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0549_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0550_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0551_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0552_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0553_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0554_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0555_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0557_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0560_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0563_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0564_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0565_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0566_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0567_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0569_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0572_INF_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0875_FAN_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0876_FAN_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0877_FAN_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0878_FAN_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0880_FAN_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0882_FAN_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0885_FAN_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0956_FAN_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0957_FAN_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG0958_FAN_FE.png,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG3538_INF_FP.jpg,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG3539_INF_FP.jpg,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG3540_INF_FP.jpg,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG3541_INF_FP.jpg,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG3542_INF_FP.jpg,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG3545_INF_FP.jpg,inspiracion,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\inspiracion\IMG3548_INF_FP.jpg,inspiracion,train
